X1,lextaleRespEsp,lextaleRespEspCorr,lextaleRespEspRT,lex_pres_order,word,translation,corrAnsEspV,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,Order,corrAns
67,z,1,2.16894,65,bizcocho,cake,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
68,m,1,1.2209700000000001,66,hacido,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
69,z,1,1.406875,67,cabello,hair,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
70,z,1,1.10123,68,alegre,cheerful,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
71,z,1,1.15834,69,engatusar,cajole,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
72,z,0,1.965605,70,temblo,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
73,z,1,2.8685400000000003,71,polvoriento,dusty,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
74,m,1,1.400815,72,pemición,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
75,z,1,0.8418549999999999,73,hervidor,kettle,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
76,m,1,1.37962,74,cintro,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
77,z,1,0.975745,75,yacer,lie,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
78,z,1,0.735345,76,atar,tie,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
79,z,1,2.03663,77,tiburón,shark,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
80,z,1,0.85395,78,frondoso,leafy,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
81,z,0,0.578395,79,tropaje,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
82,z,1,0.584285,80,hormiga,ant,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
83,z,1,0.86806,81,pozo,well,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
84,m,1,1.01818,82,empirador,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
85,z,1,0.81895,83,guante,glove,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
86,m,1,1.091475,84,escuto,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
87,m,0,1.86823,85,laud,lute,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
88,z,1,1.026595,86,barato,cheap,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
89,m,1,1.11239,87,grodo,NW,m,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
90,z,1,1.17521,88,acantilado,cliff,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
91,z,1,0.585005,89,prisa,hurry,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
92,z,1,0.490555,90,clavel,carnation,z,23,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c2e48a2867f660001afd5f1,2020-07-10_14h27.24.357,lemma_segmentation,Win32,5f08cd259ccc301380a3c40f,NA,NA
3,z,0,2.978575,1,terzo,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
4,z,1,1.320635,2,pellizcar,pinch,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
5,z,1,0.823125,3,pulmones,lungs,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
6,z,0,3.0072650000000003,4,batillón,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
7,z,1,0.650965,5,zapato,shoe,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
8,m,0,2.228815,6,tergiversar,distort,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
9,z,1,0.926535,7,pésimo,abysmal,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
10,m,1,1.90514,8,cadeña,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
11,z,1,0.769545,9,hacha,axe,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
12,m,1,2.913565,10,antar,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
13,z,1,1.770085,11,cenefa,edging,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
14,z,1,1.22893,12,asesinato,murder,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
15,z,1,1.32703,13,helar,freeze,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
16,z,1,1.04987,14,yunque,anvil,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
17,z,1,0.87067,15,regar,water,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
18,m,1,1.79953,16,abracer,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
19,z,0,1.59535,17,floroso,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
20,m,1,0.90036,18,arsa,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
21,z,0,1.957785,19,brecedad,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
22,z,1,1.309625,20,ávido,avid,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
23,z,0,1.22685,21,capillo,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
24,z,1,0.802895,22,lacayo,lackey,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
25,z,0,1.62888,23,lampera,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
26,z,1,0.634145,24,látigo,whip,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
27,z,1,0.684225,25,bisagra,hinge,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
28,z,1,0.636605,26,secuestro,kidnapping,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
29,z,0,0.81695,27,acutación,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
30,z,1,1.195765,28,merodear,prowl,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
31,z,0,0.771255,29,decar,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
32,z,0,1.057415,30,alardio,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
33,z,1,0.7874899999999999,31,pandilla,gang,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
34,z,0,1.51824,32,fatacidad,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
35,z,0,1.536685,33,pauca,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
36,z,1,0.886555,34,aviso,notice,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
37,z,0,0.85616,35,rompido,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
38,z,1,0.63769,36,loro,parrot,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
39,z,1,0.8643350000000001,37,granuja,rascal,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
40,z,1,0.94691,38,estornudar,sneeze,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
41,z,1,0.67383,39,torpe,clumsy,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
42,z,1,1.301465,40,alfombra,carpet,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
43,z,1,0.698535,41,rebuscar,rummage,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
44,m,1,1.33449,42,cadallo,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
45,z,1,0.672505,43,canela,cinnamon,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
46,z,1,0.766135,44,cuchara,spoon,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
47,z,1,1.063765,45,jilguero,goldfinch,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
48,z,1,0.622345,46,martillo,hammer,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
49,z,0,0.76334,47,cartinar,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
50,z,1,0.587625,48,ladrón,thief,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
51,z,1,0.75827,49,ganar,win,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
52,z,0,1.17005,50,flamida,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
53,z,1,0.87382,51,candado,padlock,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
54,z,1,0.66783,52,camisa,shirt,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
55,m,1,2.470775,53,vegada,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
56,z,1,0.66962,54,fomentar,promote,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
57,z,1,0.762795,55,nevar,snow,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
58,z,1,0.91618,56,musgo,moss,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
59,z,1,0.6492899999999999,57,tacaño,stingy,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
60,z,0,1.49551,58,plaudir,NW,m,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
61,z,1,0.55225,59,besar,kiss,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
62,z,1,0.534555,60,matar,kill,z,27,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5c47c2564a1fb4000136e14a,2020-07-10_14h04.35.900,lemma_segmentation,Win32,5f08bb3ac1589d104bfce091,NA,NA
